"","Nível Territorial (Código)","Nível Territorial","Município (Código)","Município","Trimestre (Código)","Trimestre","Variável (Código)","Variável","Sexo (Código)","Sexo","Unidade de Medida (Código)","Unidade de Medida","Valor"
"245","6","Município","2927408","Salvador (BA)","201203","3º trimestre 2012","8355","Coeficiente de variação - Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","6794","Total","2","%",1.5
"246","6","Município","2927408","Salvador (BA)","201203","3º trimestre 2012","8355","Coeficiente de variação - Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","4","Homens","2","%",2.3
"247","6","Município","2927408","Salvador (BA)","201203","3º trimestre 2012","8355","Coeficiente de variação - Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","5","Mulheres","2","%",2.5
"248","6","Município","2927408","Salvador (BA)","201203","3º trimestre 2012","8396","Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","6794","Total","2","%",100
"249","6","Município","2927408","Salvador (BA)","201203","3º trimestre 2012","8396","Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","4","Homens","2","%",49.2
"250","6","Município","2927408","Salvador (BA)","201203","3º trimestre 2012","8396","Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","5","Mulheres","2","%",50.8
"251","6","Município","2927408","Salvador (BA)","201203","3º trimestre 2012","8397","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","6794","Total","2","%",NA
"252","6","Município","2927408","Salvador (BA)","201203","3º trimestre 2012","8397","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","4","Homens","2","%",1.9
"253","6","Município","2927408","Salvador (BA)","201203","3º trimestre 2012","8397","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","5","Mulheres","2","%",1.9
"254","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","4092","Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","6794","Total","1572","Mil pessoas",152
"255","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","4092","Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","4","Homens","1572","Mil pessoas",56
"256","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","4092","Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","5","Mulheres","1572","Mil pessoas",96
"257","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","4093","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","6794","Total","2","%",8.3
"258","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","4093","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","4","Homens","2","%",12.6
"259","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","4093","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","5","Mulheres","2","%",9.7
"260","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","4110","Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","6794","Total","2","%",100
"261","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","4110","Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","4","Homens","2","%",37
"262","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","4110","Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","5","Mulheres","2","%",63
"263","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","4111","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","6794","Total","2","%",NA
"264","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","4111","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","4","Homens","2","%",9.2
"265","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","4111","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","5","Mulheres","2","%",5.4
"266","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8344","Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","6794","Total","1572","Mil pessoas",140
"267","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8344","Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","4","Homens","1572","Mil pessoas",48
"268","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8344","Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","5","Mulheres","1572","Mil pessoas",92
"269","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8345","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",8.1
"270","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8345","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",13.5
"271","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8345","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",10.7
"272","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8386","Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",100
"273","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8386","Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",34
"274","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8386","Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",66
"275","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8387","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",NA
"276","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8387","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",11.8
"277","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8387","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",6.1
"278","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8346","Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","6794","Total","1572","Mil pessoas",101
"279","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8346","Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","4","Homens","1572","Mil pessoas",47
"280","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8346","Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","5","Mulheres","1572","Mil pessoas",54
"281","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8347","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","6794","Total","2","%",9.5
"282","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8347","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","4","Homens","2","%",14.9
"283","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8347","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","5","Mulheres","2","%",11.7
"284","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8388","Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","6794","Total","2","%",100
"285","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8388","Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","4","Homens","2","%",46.6
"286","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8388","Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","5","Mulheres","2","%",53.4
"287","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8389","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","6794","Total","2","%",NA
"288","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8389","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","4","Homens","2","%",9.9
"289","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8389","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","5","Mulheres","2","%",8.7
"290","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8348","Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","6794","Total","1572","Mil pessoas",253
"291","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8348","Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","4","Homens","1572","Mil pessoas",103
"292","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8348","Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","5","Mulheres","1572","Mil pessoas",150
"293","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8349","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","6794","Total","2","%",6.3
"294","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8349","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","4","Homens","2","%",10.9
"295","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8349","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","5","Mulheres","2","%",7.1
"296","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8390","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","6794","Total","2","%",100
"297","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8390","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","4","Homens","2","%",40.8
"298","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8390","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","5","Mulheres","2","%",59.2
"299","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8391","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","6794","Total","2","%",NA
"300","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8391","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","4","Homens","2","%",7.5
"301","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8391","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","5","Mulheres","2","%",5.1
"302","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8350","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","6794","Total","1572","Mil pessoas",292
"303","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8350","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","4","Homens","1572","Mil pessoas",104
"304","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8350","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","5","Mulheres","1572","Mil pessoas",188
"305","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8351","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",5.8
"306","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8351","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",9
"307","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8351","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",7
"308","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8392","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",100
"309","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8392","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",35.6
"310","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8392","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",64.4
"311","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8393","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",NA
"312","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8393","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",6.9
"313","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8393","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",3.8
"314","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8352","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","6794","Total","1572","Mil pessoas",394
"315","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8352","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","4","Homens","1572","Mil pessoas",151
"316","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8352","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","5","Mulheres","1572","Mil pessoas",242
"317","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8353","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","6794","Total","2","%",5
"318","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8353","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","4","Homens","2","%",8.7
"319","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8353","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","5","Mulheres","2","%",6
"320","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8394","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","6794","Total","2","%",100
"321","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8394","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","4","Homens","2","%",38.4
"322","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8394","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","5","Mulheres","2","%",61.6
"323","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8395","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","6794","Total","2","%",NA
"324","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8395","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","4","Homens","2","%",6.5
"325","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8395","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","5","Mulheres","2","%",4
"326","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8354","Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","6794","Total","1572","Mil pessoas",1681
"327","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8354","Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","4","Homens","1572","Mil pessoas",843
"328","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8354","Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","5","Mulheres","1572","Mil pessoas",839
"329","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8355","Coeficiente de variação - Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","6794","Total","2","%",1.5
"330","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8355","Coeficiente de variação - Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","4","Homens","2","%",2.2
"331","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8355","Coeficiente de variação - Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","5","Mulheres","2","%",2.3
"332","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8396","Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","6794","Total","2","%",100
"333","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8396","Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","4","Homens","2","%",50.1
"334","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8396","Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","5","Mulheres","2","%",49.9
"335","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8397","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","6794","Total","2","%",NA
"336","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8397","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","4","Homens","2","%",1.7
"337","6","Município","2927408","Salvador (BA)","201204","4º trimestre 2012","8397","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","5","Mulheres","2","%",1.7
"338","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","4092","Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","6794","Total","1572","Mil pessoas",201
"339","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","4092","Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","4","Homens","1572","Mil pessoas",83
"340","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","4092","Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","5","Mulheres","1572","Mil pessoas",118
"341","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","4093","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","6794","Total","2","%",7.8
"342","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","4093","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","4","Homens","2","%",9
"343","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","4093","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","5","Mulheres","2","%",10.5
"344","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","4110","Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","6794","Total","2","%",100
"345","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","4110","Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","4","Homens","2","%",41.4
"346","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","4110","Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","5","Mulheres","2","%",58.6
"347","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","4111","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","6794","Total","2","%",NA
"348","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","4111","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","4","Homens","2","%",7.3
"349","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","4111","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","5","Mulheres","2","%",5.1
"350","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8344","Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","6794","Total","1572","Mil pessoas",150
"351","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8344","Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","4","Homens","1572","Mil pessoas",60
"352","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8344","Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","5","Mulheres","1572","Mil pessoas",89
"353","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8345","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",9.4
"354","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8345","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",13.8
"355","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8345","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",12.2
"356","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8386","Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",100
"357","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8386","Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",40.3
"358","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8386","Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",59.7
"359","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8387","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",NA
"360","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8387","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",10.7
"361","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8387","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",7.2
"362","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8346","Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","6794","Total","1572","Mil pessoas",107
"363","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8346","Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","4","Homens","1572","Mil pessoas",42
"364","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8346","Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","5","Mulheres","1572","Mil pessoas",65
"365","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8347","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","6794","Total","2","%",17.3
"366","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8347","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","4","Homens","2","%",24.8
"367","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8347","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","5","Mulheres","2","%",15.2
"368","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8388","Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","6794","Total","2","%",100
"369","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8388","Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","4","Homens","2","%",38.9
"370","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8388","Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","5","Mulheres","2","%",61.1
"371","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8389","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","6794","Total","2","%",NA
"372","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8389","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","4","Homens","2","%",11.2
"373","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8389","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","5","Mulheres","2","%",7.2
"374","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8348","Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","6794","Total","1572","Mil pessoas",308
"375","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8348","Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","4","Homens","1572","Mil pessoas",125
"376","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8348","Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","5","Mulheres","1572","Mil pessoas",183
"377","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8349","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","6794","Total","2","%",6.9
"378","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8349","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","4","Homens","2","%",10.6
"379","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8349","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","5","Mulheres","2","%",7.4
"380","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8390","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","6794","Total","2","%",100
"381","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8390","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","4","Homens","2","%",40.5
"382","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8390","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","5","Mulheres","2","%",59.5
"383","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8391","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","6794","Total","2","%",NA
"384","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8391","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","4","Homens","2","%",6.7
"385","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8391","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","5","Mulheres","2","%",4.6
